x,y,station_id,ANIO,SEMANA,huevos,TMAX,TMIN,PRECIP,EVAP,dist_km
-89.66695398,20.97795371,31097,2024,36,17,35.57142857,23.64285714,6.828571429,6.2,1.153581771
-89.66615295,20.978405,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.056971087
-89.66615295,20.978405,31097,2024,38,4,36.64285714,23.57142857,1.7,6.942857143,1.056971087
-89.66615295,20.978405,31097,2024,36,28,35.57142857,23.64285714,6.828571429,6.2,1.056971087
-89.66615295,20.978405,31097,2024,37,16,36.71428571,24.5,12.35714286,7.652857143,1.056971087
-89.66583825,20.97725651,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.115024319
-89.66583825,20.97725651,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.115024319
-89.66583825,20.97725651,31097,2024,37,37,36.71428571,24.5,12.35714286,7.652857143,1.115024319
-89.66583825,20.97725651,31097,2024,36,33,35.57142857,23.64285714,6.828571429,6.2,1.115024319
-89.66670728,20.97738526,31097,2024,35,17,36.92857143,24,1.228571429,6.778333333,1.17278439
-89.66670728,20.97738526,31097,2024,36,5,35.57142857,23.64285714,6.828571429,6.2,1.17278439
-89.66670728,20.97738526,31097,2024,37,28,36.71428571,24.5,12.35714286,7.652857143,1.17278439
-89.6665802,20.97710037,31097,2024,35,39,36.92857143,24,1.228571429,6.778333333,1.183501882
-89.6665802,20.97710037,31097,2024,38,19,36.64285714,23.57142857,1.7,6.942857143,1.183501882
-89.6665802,20.97710037,31097,2024,36,7,35.57142857,23.64285714,6.828571429,6.2,1.183501882
-89.6665802,20.97710037,31097,2024,37,26,36.71428571,24.5,12.35714286,7.652857143,1.183501882
-89.66603088,20.97754478,31097,2024,35,23,36.92857143,24,1.228571429,6.778333333,1.108044394
-89.66603088,20.97754478,31097,2024,38,3,36.64285714,23.57142857,1.7,6.942857143,1.108044394
-89.66603088,20.97754478,31097,2024,37,41,36.71428571,24.5,12.35714286,7.652857143,1.108044394
-89.66603088,20.97754478,31097,2024,36,19,35.57142857,23.64285714,6.828571429,6.2,1.108044394
-89.67425537,20.98347855,31097,2024,35,3,36.92857143,24,1.228571429,6.778333333,1.683570638
-89.67425537,20.98347855,31097,2024,38,19,36.64285714,23.57142857,1.7,6.942857143,1.683570638
-89.67425537,20.98347855,31097,2024,37,14,36.71428571,24.5,12.35714286,7.652857143,1.683570638
-89.67425537,20.98347855,31097,2024,36,19,35.57142857,23.64285714,6.828571429,6.2,1.683570638
-89.67365265,20.98312187,31097,2024,35,11,36.92857143,24,1.228571429,6.778333333,1.62342113
-89.67365265,20.98312187,31097,2024,37,16,36.71428571,24.5,12.35714286,7.652857143,1.62342113
-89.67365265,20.98312187,31097,2024,36,4,35.57142857,23.64285714,6.828571429,6.2,1.62342113
-89.67365265,20.98312187,31097,2024,38,8,36.64285714,23.57142857,1.7,6.942857143,1.62342113
-89.67425537,20.98332214,31097,2024,38,46,36.64285714,23.57142857,1.7,6.942857143,1.684451895
-89.67425537,20.98332214,31097,2024,36,21,35.57142857,23.64285714,6.828571429,6.2,1.684451895
-89.67425537,20.98332214,31097,2024,37,18,36.71428571,24.5,12.35714286,7.652857143,1.684451895
-89.67340088,20.98314095,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.597197325
-89.67340088,20.98314095,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.597197325
-89.67340088,20.98314095,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,1.597197325
-89.67340088,20.98314095,31097,2024,37,25,36.71428571,24.5,12.35714286,7.652857143,1.597197325
-89.67521659,20.98228967,31097,2024,35,28,36.92857143,24,1.228571429,6.778333333,1.793818123
-89.67521659,20.98228967,31097,2024,37,36,36.71428571,24.5,12.35714286,7.652857143,1.793818123
-89.67521659,20.98228967,31097,2024,36,84,35.57142857,23.64285714,6.828571429,6.2,1.793818123
-89.67521659,20.98228967,31097,2024,38,8,36.64285714,23.57142857,1.7,6.942857143,1.793818123
-89.67575073,20.98234177,31097,2024,35,5,36.92857143,24,1.228571429,6.778333333,1.84826276
-89.67575073,20.98234177,31097,2024,38,59,36.64285714,23.57142857,1.7,6.942857143,1.84826276
-89.67575073,20.98234177,31097,2024,37,27,36.71428571,24.5,12.35714286,7.652857143,1.84826276
-89.67575073,20.98234177,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,1.84826276
-89.67529297,20.98199654,31097,2024,35,17,36.92857143,24,1.228571429,6.778333333,1.805763058
-89.67529297,20.98199654,31097,2024,36,12,35.57142857,23.64285714,6.828571429,6.2,1.805763058
-89.67529297,20.98199654,31097,2024,38,3,36.64285714,23.57142857,1.7,6.942857143,1.805763058
-89.67551422,20.98228836,31097,2024,35,53,36.92857143,24,1.228571429,6.778333333,1.824529091
-89.67551422,20.98228836,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.824529091
-89.67551422,20.98228836,31097,2024,37,52,36.71428571,24.5,12.35714286,7.652857143,1.824529091
-89.67551422,20.98228836,31097,2024,36,17,35.57142857,23.64285714,6.828571429,6.2,1.824529091
-89.67388033,20.98208465,31097,2024,35,13,36.92857143,24,1.228571429,6.778333333,1.659136174
-89.67388033,20.98208465,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.659136174
-89.67388033,20.98208465,31097,2024,36,6,35.57142857,23.64285714,6.828571429,6.2,1.659136174
-89.67388033,20.98208465,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,1.659136174
-89.67380524,20.98177338,31097,2024,35,22,36.92857143,24,1.228571429,6.778333333,1.656626139
-89.67380524,20.98177338,31097,2024,38,9,36.64285714,23.57142857,1.7,6.942857143,1.656626139
-89.67380524,20.98177338,31097,2024,37,5,36.71428571,24.5,12.35714286,7.652857143,1.656626139
-89.67380524,20.98177338,31097,2024,36,14,35.57142857,23.64285714,6.828571429,6.2,1.656626139
-89.67420197,20.9818306,31097,2024,35,60,36.92857143,24,1.228571429,6.778333333,1.696306391
-89.67420197,20.9818306,31097,2024,38,8,36.64285714,23.57142857,1.7,6.942857143,1.696306391
-89.67420197,20.9818306,31097,2024,37,12,36.71428571,24.5,12.35714286,7.652857143,1.696306391
-89.67420197,20.9818306,31097,2024,36,31,35.57142857,23.64285714,6.828571429,6.2,1.696306391
-89.67370605,20.98200417,31097,2024,35,16,36.92857143,24,1.228571429,6.778333333,1.642509052
-89.67370605,20.98200417,31097,2024,38,5,36.64285714,23.57142857,1.7,6.942857143,1.642509052
-89.67370605,20.98200417,31097,2024,37,3,36.71428571,24.5,12.35714286,7.652857143,1.642509052
-89.67370605,20.98200417,31097,2024,36,9,35.57142857,23.64285714,6.828571429,6.2,1.642509052
-89.6757058,20.98070034,31097,2024,35,21,36.92857143,24,1.228571429,6.778333333,1.872536797
-89.6757058,20.98070034,31097,2024,38,15,36.64285714,23.57142857,1.7,6.942857143,1.872536797
-89.6757058,20.98070034,31097,2024,36,31,35.57142857,23.64285714,6.828571429,6.2,1.872536797
-89.6757058,20.98070034,31097,2024,37,19,36.71428571,24.5,12.35714286,7.652857143,1.872536797
-89.67537689,20.98034286,31097,2024,35,82,36.92857143,24,1.228571429,6.778333333,1.847875948
-89.67537689,20.98034286,31097,2024,38,19,36.64285714,23.57142857,1.7,6.942857143,1.847875948
-89.67537689,20.98034286,31097,2024,36,52,35.57142857,23.64285714,6.828571429,6.2,1.847875948
-89.67537689,20.98034286,31097,2024,37,31,36.71428571,24.5,12.35714286,7.652857143,1.847875948
-89.67564392,20.98040009,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.873433045
-89.67564392,20.98040009,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,1.873433045
-89.67564392,20.98040009,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,1.873433045
-89.67564392,20.98040009,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.873433045
-89.67527008,20.98060989,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.830439569
-89.67527008,20.98060989,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.830439569
-89.67527008,20.98060989,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,1.830439569
-89.67527008,20.98060989,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,1.830439569
-89.68042755,20.98091888,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,2.350562685
-89.68042755,20.98091888,31097,2024,38,4,36.64285714,23.57142857,1.7,6.942857143,2.350562685
-89.68042755,20.98091888,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,2.350562685
-89.68042755,20.98091888,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,2.350562685
-89.67977142,20.9807415,31097,2024,35,8,36.92857143,24,1.228571429,6.778333333,2.28647969
-89.67977142,20.9807415,31097,2024,36,3,35.57142857,23.64285714,6.828571429,6.2,2.28647969
-89.67977142,20.9807415,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,2.28647969
-89.6799469,20.98052597,31097,2024,35,36,36.92857143,24,1.228571429,6.778333333,2.308529231
-89.6799469,20.98052597,31097,2024,38,7,36.64285714,23.57142857,1.7,6.942857143,2.308529231
-89.6799469,20.98052597,31097,2024,36,21,35.57142857,23.64285714,6.828571429,6.2,2.308529231
-89.6799469,20.98052597,31097,2024,37,13,36.71428571,24.5,12.35714286,7.652857143,2.308529231
-89.68052673,20.98070335,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,2.364525036
-89.68052673,20.98070335,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,2.364525036
-89.68052673,20.98070335,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,2.364525036
-89.68052673,20.98070335,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,2.364525036
-89.67790985,20.98272133,31097,2024,35,39,36.92857143,24,1.228571429,6.778333333,2.067503819
-89.67790985,20.98272133,31097,2024,36,2,35.57142857,23.64285714,6.828571429,6.2,2.067503819
-89.67790985,20.98272133,31097,2024,37,42,36.71428571,24.5,12.35714286,7.652857143,2.067503819
-89.67790985,20.98272133,31097,2024,38,36,36.64285714,23.57142857,1.7,6.942857143,2.067503819
-89.67802429,20.98250771,31097,2024,35,46,36.92857143,24,1.228571429,6.778333333,2.081322007
-89.67802429,20.98250771,31097,2024,38,4,36.64285714,23.57142857,1.7,6.942857143,2.081322007
-89.67802429,20.98250771,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,2.081322007
-89.67802429,20.98250771,31097,2024,37,16,36.71428571,24.5,12.35714286,7.652857143,2.081322007
-89.67771149,20.98262978,31097,2024,35,13,36.92857143,24,1.228571429,6.778333333,2.047797665
-89.67771149,20.98262978,31097,2024,37,29,36.71428571,24.5,12.35714286,7.652857143,2.047797665
-89.67771149,20.98262978,31097,2024,36,17,35.57142857,23.64285714,6.828571429,6.2,2.047797665
-89.67771149,20.98262978,31097,2024,38,26,36.64285714,23.57142857,1.7,6.942857143,2.047797665
-89.67784882,20.98241425,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,2.064132214
-89.67784882,20.98241425,31097,2024,38,3,36.64285714,23.57142857,1.7,6.942857143,2.064132214
-89.67784882,20.98241425,31097,2024,37,41,36.71428571,24.5,12.35714286,7.652857143,2.064132214
-89.67784882,20.98241425,31097,2024,36,21,35.57142857,23.64285714,6.828571429,6.2,2.064132214
-89.67896271,20.97868729,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,2.254483607
-89.67896271,20.97868729,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,2.254483607
-89.67896271,20.97868729,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,2.254483607
-89.67896271,20.97868729,31097,2024,38,8,36.64285714,23.57142857,1.7,6.942857143,2.254483607
-89.67906189,20.97844887,31097,2024,35,32,36.92857143,24,1.228571429,6.778333333,2.271678289
-89.67906189,20.97844887,31097,2024,38,12,36.64285714,23.57142857,1.7,6.942857143,2.271678289
-89.67906189,20.97844887,31097,2024,36,15,35.57142857,23.64285714,6.828571429,6.2,2.271678289
-89.67906189,20.97844887,31097,2024,37,7,36.71428571,24.5,12.35714286,7.652857143,2.271678289
-89.67953491,20.97858047,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,2.314895691
-89.67953491,20.97858047,31097,2024,38,17,36.64285714,23.57142857,1.7,6.942857143,2.314895691
-89.67953491,20.97858047,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,2.314895691
-89.67953491,20.97858047,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,2.314895691
-89.6798172,20.97885513,31097,2024,35,10,36.92857143,24,1.228571429,6.778333333,2.335228732
-89.6798172,20.97885513,31097,2024,38,5,36.64285714,23.57142857,1.7,6.942857143,2.335228732
-89.6798172,20.97885513,31097,2024,36,3,35.57142857,23.64285714,6.828571429,6.2,2.335228732
-89.6798172,20.97885513,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,2.335228732
-89.67340607,20.97709529,31097,2024,35,2,36.92857143,24,1.228571429,6.778333333,1.77712392
-89.67340607,20.97709529,31097,2024,38,19,36.64285714,23.57142857,1.7,6.942857143,1.77712392
-89.67340607,20.97709529,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,1.77712392
-89.67340607,20.97709529,31097,2024,37,44,36.71428571,24.5,12.35714286,7.652857143,1.77712392
-89.67343825,20.97688072,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.790789853
-89.67343825,20.97688072,31097,2024,37,28,36.71428571,24.5,12.35714286,7.652857143,1.790789853
-89.67343825,20.97688072,31097,2024,38,21,36.64285714,23.57142857,1.7,6.942857143,1.790789853
-89.67343825,20.97688072,31097,2024,36,41,35.57142857,23.64285714,6.828571429,6.2,1.790789853
-89.67341614,20.97698784,31097,2024,35,29,36.92857143,24,1.228571429,6.778333333,1.783378294
-89.67341614,20.97698784,31097,2024,38,19,36.64285714,23.57142857,1.7,6.942857143,1.783378294
-89.67341614,20.97698784,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,1.783378294
-89.67341614,20.97698784,31097,2024,37,26,36.71428571,24.5,12.35714286,7.652857143,1.783378294
-89.67343903,20.97694397,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.787690024
-89.67343903,20.97694397,31097,2024,38,8,36.64285714,23.57142857,1.7,6.942857143,1.787690024
-89.67343903,20.97694397,31097,2024,36,3,35.57142857,23.64285714,6.828571429,6.2,1.787690024
-89.68234187,20.97804003,31097,2024,35,17,36.92857143,24,1.228571429,6.778333333,2.61184171
-89.68234187,20.97804003,31097,2024,38,7,36.64285714,23.57142857,1.7,6.942857143,2.61184171
-89.68234187,20.97804003,31097,2024,37,8,36.71428571,24.5,12.35714286,7.652857143,2.61184171
-89.68234187,20.97804003,31097,2024,36,13,35.57142857,23.64285714,6.828571429,6.2,2.61184171
-89.68222046,20.97842789,31097,2024,35,36,36.92857143,24,1.228571429,6.778333333,2.588703896
-89.68222046,20.97842789,31097,2024,36,14,35.57142857,23.64285714,6.828571429,6.2,2.588703896
-89.68222046,20.97842789,31097,2024,37,17,36.71428571,24.5,12.35714286,7.652857143,2.588703896
-89.68222046,20.97842789,31097,2024,38,8,36.64285714,23.57142857,1.7,6.942857143,2.588703896
-89.68210602,20.97827148,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,2.581553342
-89.68210602,20.97827148,31097,2024,38,11,36.64285714,23.57142857,1.7,6.942857143,2.581553342
-89.68210602,20.97827148,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,2.581553342
-89.68210602,20.97827148,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,2.581553342
-89.68238068,20.97824478,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,2.609892183
-89.68238068,20.97824478,31097,2024,38,3,36.64285714,23.57142857,1.7,6.942857143,2.609892183
-89.68238068,20.97824478,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,2.609892183
-89.68238068,20.97824478,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,2.609892183
-89.67286736,20.97839773,31097,2024,35,12,36.92857143,24,1.228571429,6.778333333,1.666199281
-89.67286736,20.97839773,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.666199281
-89.67286736,20.97839773,31097,2024,37,32,36.71428571,24.5,12.35714286,7.652857143,1.666199281
-89.67286736,20.97839773,31097,2024,36,3,35.57142857,23.64285714,6.828571429,6.2,1.666199281
-89.67247772,20.97808456,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.642965808
-89.67247772,20.97808456,31097,2024,38,72,36.64285714,23.57142857,1.7,6.942857143,1.642965808
-89.67247772,20.97808456,31097,2024,36,3,35.57142857,23.64285714,6.828571429,6.2,1.642965808
-89.67247772,20.97808456,31097,2024,37,47,36.71428571,24.5,12.35714286,7.652857143,1.642965808
-89.67236328,20.97834206,31097,2024,35,0,36.92857143,24,1.228571429,6.778333333,1.620488778
-89.67236328,20.97834206,31097,2024,37,27,36.71428571,24.5,12.35714286,7.652857143,1.620488778
-89.67236328,20.97834206,31097,2024,36,19,35.57142857,23.64285714,6.828571429,6.2,1.620488778
-89.67236328,20.97834206,31097,2024,38,15,36.64285714,23.57142857,1.7,6.942857143,1.620488778
-89.67328644,20.97845459,31097,2024,35,63,36.92857143,24,1.228571429,6.778333333,1.704069478
-89.67328644,20.97845459,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.704069478
-89.67328644,20.97845459,31097,2024,37,36,36.71428571,24.5,12.35714286,7.652857143,1.704069478
-89.67328644,20.97845459,31097,2024,36,28,35.57142857,23.64285714,6.828571429,6.2,1.704069478
-89.67115895,20.98021883,31097,2024,35,4,36.92857143,24,1.228571429,6.778333333,1.429456903
-89.67115895,20.98021883,31097,2024,37,12,36.71428571,24.5,12.35714286,7.652857143,1.429456903
-89.67115895,20.98021883,31097,2024,36,0,35.57142857,23.64285714,6.828571429,6.2,1.429456903
-89.67115895,20.98021883,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.429456903
-89.67198507,20.98031539,31097,2024,35,36,36.92857143,24,1.228571429,6.778333333,1.508226136
-89.67198507,20.98031539,31097,2024,38,11,36.64285714,23.57142857,1.7,6.942857143,1.508226136
-89.67198507,20.98031539,31097,2024,37,35,36.71428571,24.5,12.35714286,7.652857143,1.508226136
-89.67198507,20.98031539,31097,2024,36,17,35.57142857,23.64285714,6.828571429,6.2,1.508226136
-89.67192078,20.98060608,31097,2024,35,21,36.92857143,24,1.228571429,6.778333333,1.492929334
-89.67192078,20.98060608,31097,2024,38,4,36.64285714,23.57142857,1.7,6.942857143,1.492929334
-89.67192078,20.98060608,31097,2024,37,0,36.71428571,24.5,12.35714286,7.652857143,1.492929334
-89.67192078,20.98060608,31097,2024,36,29,35.57142857,23.64285714,6.828571429,6.2,1.492929334
-89.67286682,20.98073959,31097,2024,35,7,36.92857143,24,1.228571429,6.778333333,1.58420793
-89.67286682,20.98073959,31097,2024,38,32,36.64285714,23.57142857,1.7,6.942857143,1.58420793
-89.67286682,20.98073959,31097,2024,37,26,36.71428571,24.5,12.35714286,7.652857143,1.58420793
-89.67286682,20.98073959,31097,2024,36,63,35.57142857,23.64285714,6.828571429,6.2,1.58420793
-89.6723938,20.98176193,31097,2024,35,17,36.92857143,24,1.228571429,6.778333333,1.512400346
-89.6723938,20.98176193,31097,2024,38,15,36.64285714,23.57142857,1.7,6.942857143,1.512400346
-89.6723938,20.98176193,31097,2024,36,19,35.57142857,23.64285714,6.828571429,6.2,1.512400346
-89.6723938,20.98176193,31097,2024,37,36,36.71428571,24.5,12.35714286,7.652857143,1.512400346
-89.67266083,20.9820385,31097,2024,35,2,36.92857143,24,1.228571429,6.778333333,1.534650558
-89.67266083,20.9820385,31097,2024,37,49,36.71428571,24.5,12.35714286,7.652857143,1.534650558
-89.67266083,20.9820385,31097,2024,36,6,35.57142857,23.64285714,6.828571429,6.2,1.534650558
-89.67266083,20.9820385,31097,2024,38,31,36.64285714,23.57142857,1.7,6.942857143,1.534650558
-89.67229462,20.9820118,31097,2024,35,8,36.92857143,24,1.228571429,6.778333333,1.497568884
-89.67229462,20.9820118,31097,2024,38,0,36.64285714,23.57142857,1.7,6.942857143,1.497568884
-89.67229462,20.9820118,31097,2024,37,32,36.71428571,24.5,12.35714286,7.652857143,1.497568884
-89.67229462,20.9820118,31097,2024,36,13,35.57142857,23.64285714,6.828571429,6.2,1.497568884
-89.671875,20.98195839,31097,2024,35,23,36.92857143,24,1.228571429,6.778333333,1.455572339
-89.671875,20.98195839,31097,2024,36,10,35.57142857,23.64285714,6.828571429,6.2,1.455572339
-89.671875,20.98195839,31097,2024,37,16,36.71428571,24.5,12.35714286,7.652857143,1.455572339
-89.671875,20.98195839,31097,2024,38,2,36.64285714,23.57142857,1.7,6.942857143,1.455572339
-89.66192619,20.98315718,31097,2024,35,19,36.92857143,24,1.228571429,6.778333333,0.417200758
-89.66192619,20.98315718,31097,2024,38,29,36.64285714,23.57142857,1.7,6.942857143,0.417200758
-89.66192619,20.98315718,31097,2024,37,9,36.71428571,24.5,12.35714286,7.652857143,0.417200758
-89.66192619,20.98315718,31097,2024,36,35,35.57142857,23.64285714,6.828571429,6.2,0.417200758
-89.66282741,20.98313572,31097,2024,35,35,36.92857143,24,1.228571429,6.778333333,0.508471187
-89.66282741,20.98313572,31097,2024,38,32,36.64285714,23.57142857,1.7,6.942857143,0.508471187
-89.66282741,20.98313572,31097,2024,36,6,35.57142857,23.64285714,6.828571429,6.2,0.508471187
-89.66282741,20.98313572,31097,2024,37,43,36.71428571,24.5,12.35714286,7.652857143,0.508471187
-89.66213004,20.98354342,31097,2024,35,32,36.92857143,24,1.228571429,6.778333333,0.42861505
-89.66213004,20.98354342,31097,2024,36,62,35.57142857,23.64285714,6.828571429,6.2,0.42861505
-89.66213004,20.98354342,31097,2024,37,5,36.71428571,24.5,12.35714286,7.652857143,0.42861505
-89.66213004,20.98354342,31097,2024,38,41,36.64285714,23.57142857,1.7,6.942857143,0.42861505
-89.66295616,20.98351123,31097,2024,35,12,36.92857143,24,1.228571429,6.778333333,0.513936711
-89.66295616,20.98351123,31097,2024,37,23,36.71428571,24.5,12.35714286,7.652857143,0.513936711
-89.66295616,20.98351123,31097,2024,36,20,35.57142857,23.64285714,6.828571429,6.2,0.513936711
-89.66295616,20.98351123,31097,2024,38,96,36.64285714,23.57142857,1.7,6.942857143,0.513936711
-89.66327815,20.98544221,31097,2024,35,92,36.92857143,24,1.228571429,6.778333333,0.560399192
-89.66327815,20.98544221,31097,2024,37,52,36.71428571,24.5,12.35714286,7.652857143,0.560399192
-89.66327815,20.98544221,31097,2024,36,59,35.57142857,23.64285714,6.828571429,6.2,0.560399192
-89.66327815,20.98544221,31097,2024,38,32,36.64285714,23.57142857,1.7,6.942857143,0.560399192
-89.66291337,20.98518472,31097,2024,35,15,36.92857143,24,1.228571429,6.778333333,0.516833525
-89.66291337,20.98518472,31097,2024,38,41,36.64285714,23.57142857,1.7,6.942857143,0.516833525
-89.66291337,20.98518472,31097,2024,36,4,35.57142857,23.64285714,6.828571429,6.2,0.516833525
-89.66291337,20.98518472,31097,2024,37,21,36.71428571,24.5,12.35714286,7.652857143,0.516833525
-89.66323523,20.98516326,31097,2024,35,27,36.92857143,24,1.228571429,6.778333333,0.549001018
-89.66323523,20.98516326,31097,2024,36,172,35.57142857,23.64285714,6.828571429,6.2,0.549001018
-89.66323523,20.98516326,31097,2024,38,36,36.64285714,23.57142857,1.7,6.942857143,0.549001018
-89.66323523,20.98516326,31097,2024,37,49,36.71428571,24.5,12.35714286,7.652857143,0.549001018
-89.66291,20.98547,31097,2024,35,18,36.92857143,24,1.228571429,6.778333333,0.52435663
-89.66291,20.98547,31097,2024,36,12,35.57142857,23.64285714,6.828571429,6.2,0.52435663
-89.66291,20.98547,31097,2024,37,26,36.71428571,24.5,12.35714286,7.652857143,0.52435663
-89.66291,20.98547,31097,2024,38,29,36.64285714,23.57142857,1.7,6.942857143,0.52435663
-89.66336823,20.98645401,31097,2024,35,24,36.92857143,24,1.228571429,6.778333333,0.60731975
-89.66336823,20.98645401,31097,2024,38,60,36.64285714,23.57142857,1.7,6.942857143,0.60731975
-89.66336823,20.98645401,31097,2024,37,3,36.71428571,24.5,12.35714286,7.652857143,0.60731975
-89.66336823,20.98645401,31097,2024,36,5,35.57142857,23.64285714,6.828571429,6.2,0.60731975
-89.66339111,20.98691559,31097,2024,35,141,36.92857143,24,1.228571429,6.778333333,0.632614964
-89.66339111,20.98691559,31097,2024,37,11,36.71428571,24.5,12.35714286,7.652857143,0.632614964
-89.66339111,20.98691559,31097,2024,38,52,36.64285714,23.57142857,1.7,6.942857143,0.632614964
-89.66339111,20.98691559,31097,2024,36,21,35.57142857,23.64285714,6.828571429,6.2,0.632614964
-89.66295624,20.98703194,31097,2024,35,32,36.92857143,24,1.228571429,6.778333333,0.600250606
-89.66295624,20.98703194,31097,2024,38,45,36.64285714,23.57142857,1.7,6.942857143,0.600250606
-89.66295624,20.98703194,31097,2024,37,5,36.71428571,24.5,12.35714286,7.652857143,0.600250606
-89.66295624,20.98703194,31097,2024,36,9,35.57142857,23.64285714,6.828571429,6.2,0.600250606
-89.66293335,20.98658371,31097,2024,35,16,36.92857143,24,1.228571429,6.778333333,0.573252524
-89.66293335,20.98658371,31097,2024,38,13,36.64285714,23.57142857,1.7,6.942857143,0.573252524
-89.66293335,20.98658371,31097,2024,37,5,36.71428571,24.5,12.35714286,7.652857143,0.573252524
-89.66293335,20.98658371,31097,2024,36,14,35.57142857,23.64285714,6.828571429,6.2,0.573252524
-89.66310887,20.98781627,31097,2024,35,32,36.92857143,24,1.228571429,6.778333333,0.663209542
-89.66310887,20.98781627,31097,2024,38,23,36.64285714,23.57142857,1.7,6.942857143,0.663209542
-89.66310887,20.98781627,31097,2024,37,31,36.71428571,24.5,12.35714286,7.652857143,0.663209542
-89.66310887,20.98781627,31097,2024,36,10,35.57142857,23.64285714,6.828571429,6.2,0.663209542
-89.6627953,20.98794209,31097,2024,35,24,36.92857143,24,1.228571429,6.778333333,0.646761673
-89.6627953,20.98794209,31097,2024,38,13,36.64285714,23.57142857,1.7,6.942857143,0.646761673
-89.6627953,20.98794209,31097,2024,36,79,35.57142857,23.64285714,6.828571429,6.2,0.646761673
-89.6627953,20.98794209,31097,2024,37,5,36.71428571,24.5,12.35714286,7.652857143,0.646761673
-89.66327809,20.98823177,31097,2024,35,14,36.92857143,24,1.228571429,6.778333333,0.705844797
-89.66327809,20.98823177,31097,2024,38,18,36.64285714,23.57142857,1.7,6.942857143,0.705844797
-89.66327809,20.98823177,31097,2024,37,26,36.71428571,24.5,12.35714286,7.652857143,0.705844797
-89.66327809,20.98823177,31097,2024,36,56,35.57142857,23.64285714,6.828571429,6.2,0.705844797
-89.66303253,20.98809242,31097,2024,38,95,36.64285714,23.57142857,1.7,6.942857143,0.676355878
-89.66303253,20.98809242,31097,2024,36,21,35.57142857,23.64285714,6.828571429,6.2,0.676355878
-89.66303253,20.98809242,31097,2024,37,12,36.71428571,24.5,12.35714286,7.652857143,0.676355878
-89.65784921,20.98239509,31097,2024,35,42,36.92857143,24,1.228571429,6.778333333,0.19819399
-89.65784921,20.98239509,31097,2024,38,27,36.64285714,23.57142857,1.7,6.942857143,0.19819399
-89.65784921,20.98239509,31097,2024,36,27,35.57142857,23.64285714,6.828571429,6.2,0.19819399
-89.65784921,20.98239509,31097,2024,37,32,36.71428571,24.5,12.35714286,7.652857143,0.19819399
-89.65868606,20.98291007,31097,2024,35,18,36.92857143,24,1.228571429,6.778333333,0.154314165
