x,y,station_id,ANIO,SEMANA,huevos,TMAX,TMIN,PRECIP,EVAP,dist_km
-89.58225693,21.00180399,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,1.997009229
-89.58225693,21.00180399,31095,2024,38,37,37.42857143,21.64285714,6.5,6.031428571,1.997009229
-89.58225693,21.00180399,31095,2024,37,10,37.21428571,23,2.985714286,4.188333333,1.997009229
-89.58225693,21.00180399,31095,2024,36,71,35.85714286,22.14285714,11.32857143,4.386,1.997009229
-89.58148445,21.00148212,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.968683258
-89.58148445,21.00148212,31095,2024,38,49,37.42857143,21.64285714,6.5,6.031428571,1.968683258
-89.58148445,21.00148212,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.968683258
-89.58148445,21.00148212,31095,2024,37,39,37.21428571,23,2.985714286,4.188333333,1.968683258
-89.58059396,21.00111734,31095,2024,35,7,39,23.28571429,3.714285714,4.738333333,1.941139936
-89.58059396,21.00111734,31095,2024,37,162,37.21428571,23,2.985714286,4.188333333,1.941139936
-89.58059396,21.00111734,31095,2024,36,23,35.85714286,22.14285714,11.32857143,4.386,1.941139936
-89.58059396,21.00111734,31095,2024,38,27,37.42857143,21.64285714,6.5,6.031428571,1.941139936
-89.58131409,21.00139809,31095,2024,35,15,39,23.28571429,3.714285714,4.738333333,1.961469729
-89.58131409,21.00139809,31095,2024,37,37,37.21428571,23,2.985714286,4.188333333,1.961469729
-89.58131409,21.00139809,31095,2024,36,39,35.85714286,22.14285714,11.32857143,4.386,1.961469729
-89.58131409,21.00139809,31095,2024,38,62,37.42857143,21.64285714,6.5,6.031428571,1.961469729
-89.57178497,20.99189377,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.51645491
-89.57178497,20.99189377,31095,2024,38,12,37.42857143,21.64285714,6.5,6.031428571,1.51645491
-89.57178497,20.99189377,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.51645491
-89.57178497,20.99189377,31095,2024,37,15,37.21428571,23,2.985714286,4.188333333,1.51645491
-89.57164764,20.99170303,31095,2024,35,6,39,23.28571429,3.714285714,4.738333333,1.515765091
-89.57164764,20.99170303,31095,2024,38,0,37.42857143,21.64285714,6.5,6.031428571,1.515765091
-89.57164764,20.99170303,31095,2024,36,9,35.85714286,22.14285714,11.32857143,4.386,1.515765091
-89.57164764,20.99170303,31095,2024,37,3,37.21428571,23,2.985714286,4.188333333,1.515765091
-89.572258,20.9917984,31095,2024,35,5,39,23.28571429,3.714285714,4.738333333,1.470611242
-89.572258,20.9917984,31095,2024,37,0,37.21428571,23,2.985714286,4.188333333,1.470611242
-89.572258,20.9917984,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.470611242
-89.572258,20.9917984,31095,2024,38,4,37.42857143,21.64285714,6.5,6.031428571,1.470611242
-89.572258,20.99193764,31095,2024,35,1,39,23.28571429,3.714285714,4.738333333,1.479921922
-89.572258,20.99193764,31095,2024,36,10,35.85714286,22.14285714,11.32857143,4.386,1.479921922
-89.572258,20.99193764,31095,2024,37,37,37.21428571,23,2.985714286,4.188333333,1.479921922
-89.572258,20.99193764,31095,2024,38,14,37.42857143,21.64285714,6.5,6.031428571,1.479921922
-89.57172262,20.99013035,31095,2024,35,1,39,23.28571429,3.714285714,4.738333333,1.4159716
-89.57172262,20.99013035,31095,2024,38,10,37.42857143,21.64285714,6.5,6.031428571,1.4159716
-89.57172262,20.99013035,31095,2024,37,11,37.21428571,23,2.985714286,4.188333333,1.4159716
-89.57172262,20.99013035,31095,2024,36,6,35.85714286,22.14285714,11.32857143,4.386,1.4159716
-89.57268822,20.99019472,31095,2024,35,7,39,23.28571429,3.714285714,4.738333333,1.33325011
-89.57268822,20.99019472,31095,2024,37,38,37.21428571,23,2.985714286,4.188333333,1.33325011
-89.57268822,20.99019472,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.33325011
-89.57268822,20.99019472,31095,2024,38,32,37.42857143,21.64285714,6.5,6.031428571,1.33325011
-89.57270967,20.98987285,31095,2024,35,11,39,23.28571429,3.714285714,4.738333333,1.312860585
-89.57270967,20.98987285,31095,2024,38,24,37.42857143,21.64285714,6.5,6.031428571,1.312860585
-89.57270967,20.98987285,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.312860585
-89.57270967,20.98987285,31095,2024,37,26,37.21428571,23,2.985714286,4.188333333,1.312860585
-89.57176554,20.9898514,31095,2024,35,37,39,23.28571429,3.714285714,4.738333333,1.397107534
-89.57176554,20.9898514,31095,2024,38,38,37.42857143,21.64285714,6.5,6.031428571,1.397107534
-89.57176554,20.9898514,31095,2024,37,41,37.21428571,23,2.985714286,4.188333333,1.397107534
-89.57176554,20.9898514,31095,2024,36,12,35.85714286,22.14285714,11.32857143,4.386,1.397107534
-89.57194439,20.98815638,31095,2024,35,17,39,23.28571429,3.714285714,4.738333333,1.300848616
-89.57194439,20.98815638,31095,2024,38,38,37.42857143,21.64285714,6.5,6.031428571,1.300848616
-89.57194439,20.98815638,31095,2024,37,37,37.21428571,23,2.985714286,4.188333333,1.300848616
-89.57194439,20.98815638,31095,2024,36,16,35.85714286,22.14285714,11.32857143,4.386,1.300848616
-89.57308165,20.98828512,31095,2024,35,4,39,23.28571429,3.714285714,4.738333333,1.19746532
-89.57308165,20.98828512,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.19746532
-89.57308165,20.98828512,31095,2024,37,12,37.21428571,23,2.985714286,4.188333333,1.19746532
-89.57308165,20.98828512,31095,2024,38,17,37.42857143,21.64285714,6.5,6.031428571,1.19746532
-89.57201116,20.98788037,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.28346449
-89.57201116,20.98788037,31095,2024,37,39,37.21428571,23,2.985714286,4.188333333,1.28346449
-89.57201116,20.98788037,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.28346449
-89.57201116,20.98788037,31095,2024,38,38,37.42857143,21.64285714,6.5,6.031428571,1.28346449
-89.57283783,20.987957,31095,2024,35,11,39,23.28571429,3.714285714,4.738333333,1.2064698
-89.57283783,20.987957,31095,2024,38,28,37.42857143,21.64285714,6.5,6.031428571,1.2064698
-89.57283783,20.987957,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.2064698
-89.57283783,20.987957,31095,2024,37,41,37.21428571,23,2.985714286,4.188333333,1.2064698
-89.5789032,20.98953629,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,0.795741509
-89.5789032,20.98953629,31095,2024,38,9,37.42857143,21.64285714,6.5,6.031428571,0.795741509
-89.5789032,20.98953629,31095,2024,37,10,37.21428571,23,2.985714286,4.188333333,0.795741509
-89.5789032,20.98953629,31095,2024,36,12,35.85714286,22.14285714,11.32857143,4.386,0.795741509
-89.57901764,20.99000931,31095,2024,35,8,39,23.28571429,3.714285714,4.738333333,0.830996357
-89.57901764,20.99000931,31095,2024,38,12,37.42857143,21.64285714,6.5,6.031428571,0.830996357
-89.57901764,20.99000931,31095,2024,37,21,37.21428571,23,2.985714286,4.188333333,0.830996357
-89.57886505,20.98975945,31095,2024,37,36,37.21428571,23,2.985714286,4.188333333,0.817845408
-89.57886505,20.98975945,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,0.817845408
-89.57886505,20.98975945,31095,2024,38,28,37.42857143,21.64285714,6.5,6.031428571,0.817845408
-89.57897186,20.98957443,31095,2024,35,13,39,23.28571429,3.714285714,4.738333333,0.794752877
-89.57897186,20.98957443,31095,2024,38,26,37.42857143,21.64285714,6.5,6.031428571,0.794752877
-89.57897186,20.98957443,31095,2024,37,29,37.21428571,23,2.985714286,4.188333333,0.794752877
-89.57897186,20.98957443,31095,2024,36,21,35.85714286,22.14285714,11.32857143,4.386,0.794752877
-89.57723492,20.98983798,31095,2024,35,7,39,23.28571429,3.714285714,4.738333333,0.935821125
-89.57723492,20.98983798,31095,2024,37,15,37.21428571,23,2.985714286,4.188333333,0.935821125
-89.57723492,20.98983798,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,0.935821125
-89.57723492,20.98983798,31095,2024,38,18,37.42857143,21.64285714,6.5,6.031428571,0.935821125
-89.57707214,20.98926735,31095,2024,35,15,39,23.28571429,3.714285714,4.738333333,0.904711688
-89.57707214,20.98926735,31095,2024,36,12,35.85714286,22.14285714,11.32857143,4.386,0.904711688
-89.57692719,20.98915672,31095,2024,35,4,39,23.28571429,3.714285714,4.738333333,0.908075414
-89.57692719,20.98915672,31095,2024,38,0,37.42857143,21.64285714,6.5,6.031428571,0.908075414
-89.57692719,20.98915672,31095,2024,37,10,37.21428571,23,2.985714286,4.188333333,0.908075414
-89.57692719,20.98915672,31095,2024,36,16,35.85714286,22.14285714,11.32857143,4.386,0.908075414
-89.57697296,20.98952293,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,0.931337209
-89.57697296,20.98952293,31095,2024,38,20,37.42857143,21.64285714,6.5,6.031428571,0.931337209
-89.57697296,20.98952293,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,0.931337209
-89.57697296,20.98952293,31095,2024,37,24,37.21428571,23,2.985714286,4.188333333,0.931337209
-89.57474474,20.98814561,31095,2024,35,4,39,23.28571429,3.714285714,4.738333333,1.03504673
-89.57474474,20.98814561,31095,2024,37,51,37.21428571,23,2.985714286,4.188333333,1.03504673
-89.57474474,20.98814561,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.03504673
-89.57474474,20.98814561,31095,2024,38,41,37.42857143,21.64285714,6.5,6.031428571,1.03504673
-89.5753992,20.98822071,31095,2024,35,15,39,23.28571429,3.714285714,4.738333333,0.979197334
-89.5753992,20.98822071,31095,2024,38,12,37.42857143,21.64285714,6.5,6.031428571,0.979197334
-89.5753992,20.98822071,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,0.979197334
-89.5753992,20.98822071,31095,2024,37,7,37.21428571,23,2.985714286,4.188333333,0.979197334
-89.57533323,20.9885322,31095,2024,35,9,39,23.28571429,3.714285714,4.738333333,1.002554977
-89.57533323,20.9885322,31095,2024,38,28,37.42857143,21.64285714,6.5,6.031428571,1.002554977
-89.57533323,20.9885322,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.002554977
-89.57533323,20.9885322,31095,2024,37,21,37.21428571,23,2.985714286,4.188333333,1.002554977
-89.57474474,20.9884782,31095,2024,35,26,39,23.28571429,3.714285714,4.738333333,1.052471663
-89.57474474,20.9884782,31095,2024,38,30,37.42857143,21.64285714,6.5,6.031428571,1.052471663
-89.57474474,20.9884782,31095,2024,37,36,37.21428571,23,2.985714286,4.188333333,1.052471663
-89.57474474,20.9884782,31095,2024,36,20,35.85714286,22.14285714,11.32857143,4.386,1.052471663
-89.57356919,20.98976123,31095,2024,35,32,39,23.28571429,3.714285714,4.738333333,1.230130321
-89.57356919,20.98976123,31095,2024,38,16,37.42857143,21.64285714,6.5,6.031428571,1.230130321
-89.57356919,20.98976123,31095,2024,36,31,35.85714286,22.14285714,11.32857143,4.386,1.230130321
-89.57356919,20.98976123,31095,2024,37,10,37.21428571,23,2.985714286,4.188333333,1.230130321
-89.57413862,20.98944266,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,1.161227611
-89.57413862,20.98944266,31095,2024,38,22,37.42857143,21.64285714,6.5,6.031428571,1.161227611
-89.57413862,20.98944266,31095,2024,37,24,37.21428571,23,2.985714286,4.188333333,1.161227611
-89.57413862,20.98944266,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.161227611
-89.57389832,20.98948097,31095,2024,35,3,39,23.28571429,3.714285714,4.738333333,1.18466015
-89.57389832,20.98948097,31095,2024,37,13,37.21428571,23,2.985714286,4.188333333,1.18466015
-89.57389832,20.98948097,31095,2024,36,2,35.85714286,22.14285714,11.32857143,4.386,1.18466015
-89.57389832,20.98948097,31095,2024,38,19,37.42857143,21.64285714,6.5,6.031428571,1.18466015
-89.57334137,20.9897213,31095,2024,35,7,39,23.28571429,3.714285714,4.738333333,1.247925176
-89.57334137,20.9897213,31095,2024,38,37,37.42857143,21.64285714,6.5,6.031428571,1.247925176
-89.57334137,20.9897213,31095,2024,36,18,35.85714286,22.14285714,11.32857143,4.386,1.247925176
-89.57334137,20.9897213,31095,2024,37,41,37.21428571,23,2.985714286,4.188333333,1.247925176
-89.57326247,20.99676431,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.789941852
-89.57326247,20.99676431,31095,2024,38,19,37.42857143,21.64285714,6.5,6.031428571,1.789941852
-89.57326247,20.99676431,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.789941852
-89.57326247,20.99676431,31095,2024,37,8,37.21428571,23,2.985714286,4.188333333,1.789941852
-89.57351996,20.9970218,31095,2024,35,7,39,23.28571429,3.714285714,4.738333333,1.797211368
-89.57351996,20.9970218,31095,2024,37,14,37.21428571,23,2.985714286,4.188333333,1.797211368
-89.57351996,20.9970218,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.797211368
-89.57351996,20.9970218,31095,2024,38,10,37.42857143,21.64285714,6.5,6.031428571,1.797211368
-89.5731981,20.99717201,31095,2024,35,12,39,23.28571429,3.714285714,4.738333333,1.830342544
-89.5731981,20.99717201,31095,2024,38,30,37.42857143,21.64285714,6.5,6.031428571,1.830342544
-89.5731981,20.99717201,31095,2024,37,36,37.21428571,23,2.985714286,4.188333333,1.830342544
-89.5731981,20.99717201,31095,2024,36,19,35.85714286,22.14285714,11.32857143,4.386,1.830342544
-89.57310486,20.99702644,31095,2024,35,3,39,23.28571429,3.714285714,4.738333333,1.823081499
-89.57310486,20.99702644,31095,2024,38,28,37.42857143,21.64285714,6.5,6.031428571,1.823081499
-89.57310486,20.99702644,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.823081499
-89.57310486,20.99702644,31095,2024,37,31,37.21428571,23,2.985714286,4.188333333,1.823081499
-89.57233991,20.99521928,31095,2024,35,41,39,23.28571429,3.714285714,4.738333333,1.719439115
-89.57233991,20.99521928,31095,2024,38,19,37.42857143,21.64285714,6.5,6.031428571,1.719439115
-89.57233991,20.99521928,31095,2024,37,21,37.21428571,23,2.985714286,4.188333333,1.719439115
-89.57233991,20.99521928,31095,2024,36,18,35.85714286,22.14285714,11.32857143,4.386,1.719439115
-89.57312775,20.99601173,31095,2024,35,10,39,23.28571429,3.714285714,4.738333333,1.732494624
-89.57312775,20.99601173,31095,2024,38,0,37.42857143,21.64285714,6.5,6.031428571,1.732494624
-89.57312775,20.99601173,31095,2024,37,9,37.21428571,23,2.985714286,4.188333333,1.732494624
-89.57312775,20.99601173,31095,2024,36,8,35.85714286,22.14285714,11.32857143,4.386,1.732494624
-89.57270813,20.9959774,31095,2024,35,3,39,23.28571429,3.714285714,4.738333333,1.757265065
-89.57270813,20.9959774,31095,2024,38,16,37.42857143,21.64285714,6.5,6.031428571,1.757265065
-89.57270813,20.9959774,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.757265065
-89.57270813,20.9959774,31095,2024,37,12,37.21428571,23,2.985714286,4.188333333,1.757265065
-89.57313538,20.99634552,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.761036907
-89.57313538,20.99634552,31095,2024,38,9,37.42857143,21.64285714,6.5,6.031428571,1.761036907
-89.57313538,20.99634552,31095,2024,37,6,37.21428571,23,2.985714286,4.188333333,1.761036907
-89.57313538,20.99634552,31095,2024,36,7,35.85714286,22.14285714,11.32857143,4.386,1.761036907
-89.57510798,20.99491893,31095,2024,35,6,39,23.28571429,3.714285714,4.738333333,1.511122793
-89.57510798,20.99491893,31095,2024,36,16,35.85714286,22.14285714,11.32857143,4.386,1.511122793
-89.57510798,20.99491893,31095,2024,37,41,37.21428571,23,2.985714286,4.188333333,1.511122793
-89.57510798,20.99491893,31095,2024,38,36,37.42857143,21.64285714,6.5,6.031428571,1.511122793
-89.57568734,20.99438249,31095,2024,35,33,39,23.28571429,3.714285714,4.738333333,1.427642493
-89.57568734,20.99438249,31095,2024,37,216,37.21428571,23,2.985714286,4.188333333,1.427642493
-89.57568734,20.99438249,31095,2024,36,28,35.85714286,22.14285714,11.32857143,4.386,1.427642493
-89.57568734,20.99438249,31095,2024,38,100,37.42857143,21.64285714,6.5,6.031428571,1.427642493
-89.5754513,20.99421083,31095,2024,35,21,39,23.28571429,3.714285714,4.738333333,1.426499118
-89.5754513,20.99421083,31095,2024,38,120,37.42857143,21.64285714,6.5,6.031428571,1.426499118
-89.5754513,20.99421083,31095,2024,37,626,37.21428571,23,2.985714286,4.188333333,1.426499118
-89.5754513,20.99421083,31095,2024,36,20,35.85714286,22.14285714,11.32857143,4.386,1.426499118
-89.57513428,20.99451447,31095,2024,35,1,39,23.28571429,3.714285714,4.738333333,1.47322266
-89.57513428,20.99451447,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.47322266
-89.57513428,20.99451447,31095,2024,37,17,37.21428571,23,2.985714286,4.188333333,1.47322266
-89.57513428,20.99451447,31095,2024,38,19,37.42857143,21.64285714,6.5,6.031428571,1.47322266
-89.57497406,20.99434662,31095,2024,35,3,39,23.28571429,3.714285714,4.738333333,1.468395083
-89.57497406,20.99434662,31095,2024,37,51,37.21428571,23,2.985714286,4.188333333,1.468395083
-89.57497406,20.99434662,31095,2024,36,14,35.85714286,22.14285714,11.32857143,4.386,1.468395083
-89.57497406,20.99434662,31095,2024,38,36,37.42857143,21.64285714,6.5,6.031428571,1.468395083
-89.57555389,20.99377632,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.381448363
-89.57555389,20.99377632,31095,2024,38,16,37.42857143,21.64285714,6.5,6.031428571,1.381448363
-89.57555389,20.99377632,31095,2024,37,12,37.21428571,23,2.985714286,4.188333333,1.381448363
-89.57555389,20.99377632,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.381448363
-89.57480621,20.99449539,31095,2024,35,42,39,23.28571429,3.714285714,4.738333333,1.492140392
-89.57480621,20.99449539,31095,2024,36,48,35.85714286,22.14285714,11.32857143,4.386,1.492140392
-89.57480621,20.99449539,31095,2024,37,37,37.21428571,23,2.985714286,4.188333333,1.492140392
-89.57480621,20.99449539,31095,2024,38,31,37.42857143,21.64285714,6.5,6.031428571,1.492140392
-89.57527924,20.99411964,31095,2024,35,5,39,23.28571429,3.714285714,4.738333333,1.429095185
-89.57527924,20.99411964,31095,2024,37,592,37.21428571,23,2.985714286,4.188333333,1.429095185
-89.57527924,20.99411964,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.429095185
-89.57527924,20.99411964,31095,2024,38,92,37.42857143,21.64285714,6.5,6.031428571,1.429095185
-89.57490934,20.99662685,31095,2024,35,3,39,23.28571429,3.714285714,4.738333333,1.679948793
-89.57490934,20.99662685,31095,2024,37,31,37.21428571,23,2.985714286,4.188333333,1.679948793
-89.57490934,20.99662685,31095,2024,36,12,35.85714286,22.14285714,11.32857143,4.386,1.679948793
-89.57490934,20.99662685,31095,2024,38,33,37.42857143,21.64285714,6.5,6.031428571,1.679948793
-89.57520731,20.99629663,31095,2024,35,24,39,23.28571429,3.714285714,4.738333333,1.632368374
-89.57520731,20.99629663,31095,2024,37,12,37.21428571,23,2.985714286,4.188333333,1.632368374
-89.57520731,20.99629663,31095,2024,36,20,35.85714286,22.14285714,11.32857143,4.386,1.632368374
-89.57520731,20.99629663,31095,2024,38,18,37.42857143,21.64285714,6.5,6.031428571,1.632368374
-89.57548626,20.99659703,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,1.645667348
-89.57548626,20.99659703,31095,2024,38,9,37.42857143,21.64285714,6.5,6.031428571,1.645667348
-89.57548626,20.99659703,31095,2024,36,2,35.85714286,22.14285714,11.32857143,4.386,1.645667348
-89.57548626,20.99659703,31095,2024,37,6,37.21428571,23,2.985714286,4.188333333,1.645667348
-89.57512148,20.99683307,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.68772096
-89.57512148,20.99683307,31095,2024,38,16,37.42857143,21.64285714,6.5,6.031428571,1.68772096
-89.57512148,20.99683307,31095,2024,37,4,37.21428571,23,2.985714286,4.188333333,1.68772096
-89.57512148,20.99683307,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.68772096
-89.57587139,20.99577343,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.54659049
-89.57587139,20.99577343,31095,2024,37,14,37.21428571,23,2.985714286,4.188333333,1.54659049
-89.57587139,20.99577343,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.54659049
-89.57587139,20.99577343,31095,2024,38,18,37.42857143,21.64285714,6.5,6.031428571,1.54659049
-89.57612888,20.99553739,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,1.510304974
-89.57612888,20.99553739,31095,2024,38,20,37.42857143,21.64285714,6.5,6.031428571,1.510304974
-89.57612888,20.99553739,31095,2024,37,22,37.21428571,23,2.985714286,4.188333333,1.510304974
-89.57612888,20.99553739,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.510304974
-89.57634346,20.99579489,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.523777819
-89.57634346,20.99579489,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.523777819
-89.57634346,20.99579489,31095,2024,37,9,37.21428571,23,2.985714286,4.188333333,1.523777819
-89.57634346,20.99579489,31095,2024,38,12,37.42857143,21.64285714,6.5,6.031428571,1.523777819
-89.57685844,20.99538719,31095,2024,35,4,39,23.28571429,3.714285714,4.738333333,1.458117111
-89.57685844,20.99538719,31095,2024,38,19,37.42857143,21.64285714,6.5,6.031428571,1.458117111
-89.57685844,20.99538719,31095,2024,36,3,35.85714286,22.14285714,11.32857143,4.386,1.458117111
-89.57685844,20.99538719,31095,2024,37,17,37.21428571,23,2.985714286,4.188333333,1.458117111
-89.58267899,20.9928544,31095,2024,35,33,39,23.28571429,3.714285714,4.738333333,1.001591376
-89.58267899,20.9928544,31095,2024,38,15,37.42857143,21.64285714,6.5,6.031428571,1.001591376
-89.58267899,20.9928544,31095,2024,37,121,37.21428571,23,2.985714286,4.188333333,1.001591376
-89.58267899,20.9928544,31095,2024,36,26,35.85714286,22.14285714,11.32857143,4.386,1.001591376
-89.58262634,20.99276924,31095,2024,35,24,39,23.28571429,3.714285714,4.738333333,0.992715095
-89.58262634,20.99276924,31095,2024,38,26,37.42857143,21.64285714,6.5,6.031428571,0.992715095
-89.58262634,20.99276924,31095,2024,37,70,37.21428571,23,2.985714286,4.188333333,0.992715095
-89.58262634,20.99276924,31095,2024,36,32,35.85714286,22.14285714,11.32857143,4.386,0.992715095
-89.58254242,20.99269295,31095,2024,35,93,39,23.28571429,3.714285714,4.738333333,0.985220077
-89.58254242,20.99269295,31095,2024,36,5,35.85714286,22.14285714,11.32857143,4.386,0.985220077
-89.58254242,20.99269295,31095,2024,37,91,37.21428571,23,2.985714286,4.188333333,0.985220077
-89.58254242,20.99269295,31095,2024,38,52,37.42857143,21.64285714,6.5,6.031428571,0.985220077
-89.58197021,20.99321938,31095,2024,35,51,39,23.28571429,3.714285714,4.738333333,1.051381372
-89.58197021,20.99321938,31095,2024,37,69,37.21428571,23,2.985714286,4.188333333,1.051381372
-89.58197021,20.99321938,31095,2024,38,24,37.42857143,21.64285714,6.5,6.031428571,1.051381372
-89.58197021,20.99321938,31095,2024,36,21,35.85714286,22.14285714,11.32857143,4.386,1.051381372
-89.57998657,20.99364471,31095,2024,35,19,39,23.28571429,3.714285714,4.738333333,1.148192351
-89.57998657,20.99364471,31095,2024,38,53,37.42857143,21.64285714,6.5,6.031428571,1.148192351
-89.57998657,20.99364471,31095,2024,36,0,35.85714286,22.14285714,11.32857143,4.386,1.148192351
-89.57998657,20.99364471,31095,2024,37,62,37.21428571,23,2.985714286,4.188333333,1.148192351
-89.58076477,20.99295807,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.050834606
-89.58076477,20.99295807,31095,2024,38,26,37.42857143,21.64285714,6.5,6.031428571,1.050834606
-89.58076477,20.99295807,31095,2024,37,37,37.21428571,23,2.985714286,4.188333333,1.050834606
-89.58076477,20.99295807,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,1.050834606
-89.58047485,20.99346161,31095,2024,35,0,39,23.28571429,3.714285714,4.738333333,1.113107412
-89.58047485,20.99346161,31095,2024,36,3,35.85714286,22.14285714,11.32857143,4.386,1.113107412
-89.58032227,20.99321556,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,1.091823852
-89.58032227,20.99321556,31095,2024,38,28,37.42857143,21.64285714,6.5,6.031428571,1.091823852
-89.58032227,20.99321556,31095,2024,37,30,37.21428571,23,2.985714286,4.188333333,1.091823852
-89.58032227,20.99321556,31095,2024,36,6,35.85714286,22.14285714,11.32857143,4.386,1.091823852
-89.60350391,21.00155698,31095,2024,35,8,39,23.28571429,3.714285714,4.738333333,2.850359428
-89.60350391,21.00155698,31095,2024,36,4,35.85714286,22.14285714,11.32857143,4.386,2.850359428
-89.60350391,21.00155698,31095,2024,37,25,37.21428571,23,2.985714286,4.188333333,2.850359428
-89.60350391,21.00155698,31095,2024,38,12,37.42857143,21.64285714,6.5,6.031428571,2.850359428
-89.60419056,21.00171791,31095,2024,35,26,39,23.28571429,3.714285714,4.738333333,2.914564061
-89.60419056,21.00171791,31095,2024,37,56,37.21428571,23,2.985714286,4.188333333,2.914564061
-89.60419056,21.00171791,31095,2024,36,46,35.85714286,22.14285714,11.32857143,4.386,2.914564061
-89.60419056,21.00171791,31095,2024,38,62,37.42857143,21.64285714,6.5,6.031428571,2.914564061
-89.60385796,21.00195395,31095,2024,35,9,39,23.28571429,3.714285714,4.738333333,2.907419164
-89.60385796,21.00195395,31095,2024,38,45,37.42857143,21.64285714,6.5,6.031428571,2.907419164
-89.60385796,21.00195395,31095,2024,36,51,35.85714286,22.14285714,11.32857143,4.386,2.907419164
-89.60385796,21.00195395,31095,2024,37,11,37.21428571,23,2.985714286,4.188333333,2.907419164
-89.60421753,21.00154305,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,2.903436414
-89.60421753,21.00154305,31095,2024,37,5,37.21428571,23,2.985714286,4.188333333,2.903436414
-89.60421753,21.00154305,31095,2024,36,3,35.85714286,22.14285714,11.32857143,4.386,2.903436414
-89.60421753,21.00154305,31095,2024,38,2,37.42857143,21.64285714,6.5,6.031428571,2.903436414
-89.60059357,21.00113106,31095,2024,35,5,39,23.28571429,3.714285714,4.738333333,2.604625426
-89.60059357,21.00113106,31095,2024,38,54,37.42857143,21.64285714,6.5,6.031428571,2.604625426
-89.60059357,21.00113106,31095,2024,37,7,37.21428571,23,2.985714286,4.188333333,2.604625426
-89.60059357,21.00113106,31095,2024,36,13,35.85714286,22.14285714,11.32857143,4.386,2.604625426
-89.60053253,21.00125504,31095,2024,35,47,39,23.28571429,3.714285714,4.738333333,2.610520917
-89.60053253,21.00125504,31095,2024,38,19,37.42857143,21.64285714,6.5,6.031428571,2.610520917
-89.60053253,21.00125504,31095,2024,37,47,37.21428571,23,2.985714286,4.188333333,2.610520917
-89.60053253,21.00125504,31095,2024,36,7,35.85714286,22.14285714,11.32857143,4.386,2.610520917
-89.60001373,21.00086403,31095,2024,35,12,39,23.28571429,3.714285714,4.738333333,2.542140263
-89.60001373,21.00086403,31095,2024,36,42,35.85714286,22.14285714,11.32857143,4.386,2.542140263
-89.60001373,21.00086403,31095,2024,37,13,37.21428571,23,2.985714286,4.188333333,2.542140263
-89.60001373,21.00086403,31095,2024,38,44,37.42857143,21.64285714,6.5,6.031428571,2.542140263
-89.60023499,21.001297,31095,2024,35,2,39,23.28571429,3.714285714,4.738333333,2.593315775
